title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
Why VCs Love SaaS Businesses,-,https://medium.com/@danielxli,https://medium.com/swlh/why-vcs-love-saas-businesses-f14f3f72a991?source=search_post---------36,"[<time datetime=""2020-02-06T02:53:49.928Z"">Feb 6, 2020</time>]",952,4 responses,3 min read,"['saas', 'startup', 'venture-capital', 'saas', 'startup', 'venture-capital']","['https:\\u002F\\u002Fmedium.com\\u002Fpoint-nine-news\\u002Fsaas-from-scarcity-to-overabundance-8e4ba3e7b7cd', 'https:\\u002F\\u002Fmedium.com\\u002F@EVANNEX\\u002Fmeet-the-tesla-superfan-who-brought-superchargers-to-kazakhstan-360c2ee4009', 'https:\\u002F\\u002Fmedium.com\\u002Fbloomberg-businessweek\\u002Fa-bigger-market-for-electronic-ankle-monitors-2c23e8bd826c', 'https:\\u002F\\u002Falieskandari2001.medium.com\\u002Fmbga-creating-values-no-bullshit-6ce06c76504d', 'https:\\u002F\\u002Fmedium.com\\u002Fbloomberg-businessweek\\u002Frobinhood-is-losing-thousands-of-traders-to-a-china-owned-rival-5ef2164b6526', 'https:\\u002F\\u002Ftatianaryabinina.medium.com\\u002Fwhy-do-companies-get-sick-of-translation-dd0e66b9c63a', 'https:\\u002F\\u002Fmedium.com\\u002Fefficiency-for-access\\u002Foff-grid-solar-companies-place-consumers-and-energy-efficiency-at-the-heart-of-product-r-d-54fa86a98c4a', 'https:\\u002F\\u002Fmedium.com\\u002F@jaymcbain\\u002Fwhat-i-see-coming-for-the-channel-in-2020-6ae8b751f239', 'https:\\u002F\\u002Fnews.impactalpha.com\\u002Fcommunity-capital-channels-soros-billions-tech-stop-middle-america-long-term-stock-exchange-9a8d2a67f9f7', 'https:\\u002F\\u002Fmedium.com\\u002Fcalm-storm\\u002Fdigital-self-therapy-for-overlooked-chronic-conditions-why-weve-invested-in-oto-1077ef4b3d10', 'https:\\u002F\\u002Fkevinds0uza.medium.com\\u002F2021-global-startup-ecosystem-shifting-landscapes-3a7398605fcf', 'https:\\u002F\\u002Fmedium.com\\u002Fstartup-studio-insider\\u002Fstartup-studio-spotlight-dovetail-studio-9f90306d5bfa', 'https:\\u002F\\u002Fmedium.com\\u002F25fifteen\\u002Fwhat-you-should-expect-from-your-vc-investors-cc0b480ca1e4']"
Work in SAAS? Here are some tricks to retain your clients during COVID-19,-,https://medium.com/@sarahthemarketer,https://medium.com/leon-health/work-in-saas-here-are-some-tricks-to-retain-your-clients-during-covid-19-ce80bd45b166?source=search_post---------37,"[<time datetime=""2020-04-02T17:19:28.198Z"">Apr 2, 2020</time>]",7.5K,259 responses,4 min read,"['venture-capital', 'saas', 'bootstrapping', 'venture-capital', 'saas', 'bootstrapping']","['https:\\u002F\\u002Fmedium.com\\u002Fpoint-nine-news\\u002Fsix-paths-to-financing-a-saas-business-d09eb5c9787f', 'https:\\u002F\\u002Fmedium.com\\u002Finspire9-coworking\\u002Fgreetings-for-2017-2da9a8d3cc3f', 'https:\\u002F\\u002Fentrepreneurshandbook.co\\u002Fgo-to-market-tactics-for-category-defining-startups-81497176a8ab', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-badass-ceo\\u002Fhow-sunflow-launched-million-dollar-beach-chair-business-with-founder-leslie-hsu-2ee84d8e3f4c', 'https:\\u002F\\u002Fmedium.com\\u002F@amanjain5598\\u002Fstartups-a8e66bb5f717', 'https:\\u002F\\u002Fmedium.com\\u002Fzimrii-music-platform\\u002Fnewchips-intensive-global-pre-seed-accelerator-program-fa6f679d8949', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Fsam-lillie-of-vinder-establish-who-you-are-so-you-can-endure-anything-with-your-head-held-high-fd90e1aead27', 'https:\\u002F\\u002Fmedium.com\\u002Fsportinglobal\\u002F8sense-cb6eb41f8488', 'https:\\u002F\\u002Fmedium.com\\u002Fstartup-grind\\u002Fmy-companys-messaging-sucks-45530aeda51d', 'https:\\u002F\\u002Fmedium.com\\u002Fflashpointvc\\u002Fhow-to-raise-your-startups-first-capital-and-what-new-entrepreneurs-always-get-wrong-4c2cf5161411', 'https:\\u002F\\u002Fkevinds0uza.medium.com\\u002F2021-global-startup-ecosystem-shifting-landscapes-3a7398605fcf', 'https:\\u002F\\u002Fmedium.com\\u002Fstartup-studio-insider\\u002Fwhere-startup-studios-fit-7239ee537933', 'https:\\u002F\\u002Fmedium.com\\u002Ftribeca-venture-partners\\u002Four-founders-sonny-tai-co-founder-and-ceo-of-actuate-de7ac1b6ccbc']"
Freemium vs Free Trial vs Hybrid Customer Acquisition Model in SaaS:,How To Develop a Customer…,https://medium.com/@myxys,https://medium.com/the-marketing-playbook/freemium-vs-free-trial-vs-hybrid-customer-acquisition-model-b8cd3287f9f0?source=search_post---------38,"[<time datetime=""2018-01-15T13:41:02.208Z"">Jan 15, 2018</time>]",1.7K,6 responses,30 min read,"['startup', 'saas', 'pricing-strategy', 'startup', 'saas', 'pricing-strategy']","['https:\\u002F\\u002Fcollinmathilde.medium.com\\u002Fhow-we-de-risked-our-saas-pricing-strategy-2c52eb5e5d8f', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Fthe-future-is-now-raj-ananthanpillai-of-endera-on-how-their-technological-innovation-will-shake-up-d1a3c2454887', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Finspirational-women-leaders-of-tech-mary-ellen-beliveau-of-knowledge-to-practice-k2p-on-the-five-48eee965c4d7', 'https:\\u002F\\u002Fmedium.com\\u002Fblackstorm-consulting\\u002Fyour-entrepoint-jeslin-bay-5d5b950d320f', 'https:\\u002F\\u002Fmaybe-io.medium.com\\u002Fjune-july-update-1bc28f69a295', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Fmaking-something-from-nothing-mark-walser-of-incenter-appraisal-management-on-how-to-go-from-idea-c512d4c4ae8d', 'https:\\u002F\\u002Fmedium.com\\u002F@seanmacp\\u002Fwhat-is-alyce-and-why-did-i-jump-up-and-go-there-3da009f79007', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Faidan-healy-of-healy-consultants-group-five-things-i-wish-someone-told-me-before-i-started-my-c13cab53ede8', 'https:\\u002F\\u002Fbuildmarker.medium.com\\u002Ftransparency-for-all-tfa-by-buildmarker-4fff6b777872', 'https:\\u002F\\u002Fcaden.medium.com\\u002Flessons-from-a-failed-startup-68af8afcc5fc', 'https:\\u002F\\u002Fphilwakefield.medium.com\\u002Fhow-a-change-of-language-could-lead-to-better-startup-success-e8657bdb8860', 'https:\\u002F\\u002Fmedium.com\\u002Fblue-cloud-ventures\\u002Fcodeless-coding-part-i-the-rise-of-the-citizen-developer-5b962829ef88', 'https:\\u002F\\u002Fmedium.com\\u002F@startuplog\\u002Fweek-2-research-and-business-planning-b52b3ab67a69']"
A Simple Sales Methodology for B2B SaaS Startups,-,https://medium.com/@alangleeson,https://medium.com/strategic-content-marketing/a-simple-sales-methodology-for-b2b-saas-startups-bbc119247e1d?source=search_post---------39,"[<time datetime=""2017-07-20T13:42:13.149Z"">Jul 20, 2017</time>]",1.5K,9 responses,13 min read,"['saas', 'startup', 'api', 'saas', 'startup', 'api']","['https:\\u002F\\u002Fmedium.com\\u002Fpoint-nine-news\\u002F7-trends-that-will-shape-the-saas-industry-in-2016-3bf367d898cc', 'https:\\u002F\\u002Fmedium.com\\u002Fvietneer\\u002Fstory-of-beeketing-a-vietnamese-origin-tech-startup-part-1-61335ebd1528', 'https:\\u002F\\u002Fmedium.com\\u002Fmosaic-tech\\u002Fsaas-quick-ratio-a-signal-for-startup-success-84d07ad41630', 'https:\\u002F\\u002Fmedium.com\\u002Fqualdesk\\u002Fthe-3-models-of-b2b-saas-integrations-46e2c380a111', 'https:\\u002F\\u002Fphilwakefield.medium.com\\u002Fhow-a-change-of-language-could-lead-to-better-startup-success-e8657bdb8860']"
An overview of the Growing “SaaS Enabled Marketplace” Ecosystem,-,https://medium.com/@PointNineCap,https://medium.com/point-nine-news/an-overview-of-the-growing-saas-enabled-marketplace-ecosystem-b4f5314356e5?source=search_post---------40,"[<time datetime=""2016-10-11T13:08:03.030Z"">Oct 11, 2016</time>]",897,10 responses,7 min read,"['aws', 'saas', 'build-a-saas-product', 'saas-product', 'software-development', 'aws', 'saas', 'build-a-saas-product', 'saas-product', 'software-development']","['https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Fhow-to-build-a-saas-with-0-fed2341078c8', 'https:\\u002F\\u002Fmedium.com\\u002Fcalifornia-crescent-fund\\u002Finterview-with-akarsh-vinod-founder-of-dio-technologies-1adb5d981cb6', 'https:\\u002F\\u002Fmedium.com\\u002Fflycode\\u002Fbenefits-of-no-code-developers-tools-f2c6d9fd5f80', 'https:\\u002F\\u002Fblog.notivize.com\\u002Fperfect-your-user-onboarding-messages-using-zapier-airtable-and-notivize-3b918598bd27', 'https:\\u002F\\u002Fmedium.com\\u002F@canonicHQ\\u002F30-days-of-canonic-its-a-wrap-f66062c1389c', 'https:\\u002F\\u002Fbhavitrabd.medium.com\\u002Fbenefits-of-mobile-application-development-using-flutter-63d09eb87b98', 'https:\\u002F\\u002Frabingaire.medium.com\\u002Fintegration-test-on-golang-using-docker-852f4c933cbe', 'https:\\u002F\\u002Fmedium.com\\u002F@henkoglobin\\u002Flua-magic-reload-dependencies-a9eadb4104de', 'https:\\u002F\\u002Faliciachao.medium.com\\u002Fguidelines-for-good-git-commit-messages-3c709a41158c', 'https:\\u002F\\u002Fmedium.com\\u002Fpolkafoundry\\u002Flets-colonize-mars-and-experience-its-exciting-gameplay-with-spacey-2025-a-new-ido-project-cc1ab47aa2b2', 'https:\\u002F\\u002Fmedium.com\\u002Fcheranga\\u002Fsecuring-and-accessing-apis-with-azure-active-directory-no-secrets-1dfef31eeace', 'https:\\u002F\\u002Fbalderscape.medium.com\\u002Fsetting-up-proxmox-and-ceph-for-a-home-lab-46a0a872c1e0', 'https:\\u002F\\u002Fmedium.com\\u002F@bitrise\\u002Fflutter-vs-react-native-whats-the-best-cross-platform-framework-in-2021-c8a994b9131b']"
10+ SaaS Ideas for Your Next Billion-Dollar Startup From 2022 to 2030,Riding on $2.4 trillion SaaS —…,https://medium.com/@eddygte,https://medium.com/geekculture/10-saas-ideas-for-your-next-billion-dollar-startup-from-2022-to-2030-9be6ea5da8ab?source=search_post---------41,"[<time datetime=""2021-08-24T17:31:08.935Z"">Aug 24, 2021</time>]",2.1K,15 responses,7 min read,"['saas', 'startup-lessons', 'startup', 'empreendedorismo', 'ceo', 'saas', 'startup-lessons', 'startup', 'empreendedorismo', 'ceo']","['https:\\u002F\\u002Fmedium.com\\u002F@paulotenorio\\u002Ftrakto-de-0-a-1000-clientes-num-saas-b2b-beffc787b66b', 'https:\\u002F\\u002Fchargevc.medium.com\\u002Fstats-for-startups-with-tomasz-tunguz-1bd5908e5818', 'https:\\u002F\\u002Fsofttechventures.medium.com\\u002Fwhich-business-entity-is-the-best-for-start-ups-35322b49962b', 'https:\\u002F\\u002Fmedium.com\\u002Fareto-labs\\u002Fmeet-coach-a-bot-revolutionizing-work-43e39bf123a1', 'https:\\u002F\\u002Fmedium.com\\u002Fnavigating-modern-work\\u002Ftaskable-guide-to-startup-accelerators-5ecc5c8a714f']"
"What does it take to raise capital, in SaaS, in 2019?",-,https://medium.com/@chrija,https://medium.com/point-nine-news/what-does-it-take-to-raise-capital-in-saas-in-2019-26829debef29?source=search_post---------42,"[<time datetime=""2019-06-25T10:47:52.926Z"">Jun 25, 2019</time>]",1.2K,5 responses,6 min read,"['startup', 'saas', 'venture-capital', 'investing', 'stocks', 'startup', 'saas', 'venture-capital', 'investing', 'stocks']","['https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fwhy-vcs-love-saas-businesses-f14f3f72a991', 'https:\\u002F\\u002Fmedium.com\\u002F@drkleiman\\u002Ftop-tips-for-pitching-your-startup-online-v2-6e39de5356c4', 'https:\\u002F\\u002Frdvcpa.medium.com\\u002Fventure-atlanta-day-2-its-a-wrap-bee12d8cb6e7', 'https:\\u002F\\u002Fmedium.com\\u002Ftalkin-saasy\\u002Fwhy-tiger-can-hunt-and-hunt-and-hunt-and-hunt-with-no-end-in-sight-2ae8910e0b36', 'https:\\u002F\\u002Fmedium.com\\u002Fdmg-ventures\\u002Fwhy-we-invested-in-digital-brand-builder-factory14-a61de9799c91', 'https:\\u002F\\u002Fthebolditalic.com\\u002Fvcs-have-a-well-known-black-founder-problem-but-really-they-have-just-forgotten-about-people-2e8452029793', 'https:\\u002F\\u002Freid.medium.com\\u002Fre-inventing-the-spac-3fcbbd941aec', 'https:\\u002F\\u002Fmedium.com\\u002F@Anti_Climacus\\u002Fpyrrhic-victories-and-fomo-in-venture-funding-a325f1c807f1', 'https:\\u002F\\u002Fproductcoalition.com\\u002Fhidden-cost-of-yes-but-in-product-investment-decisions-aa1aefb0c9b8', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fhow-covid-19-will-impact-startup-valuations-2550f0826f9e', 'https:\\u002F\\u002Fblog.jovono.com\\u002Fthe-apotheosis-of-operator-vc-c106f7017c9b', 'https:\\u002F\\u002Fmedium.com\\u002Fpitch-perfect\\u002Fremove-the-exit-strategy-slide-from-your-pitch-deck-cb4206505e77', 'https:\\u002F\\u002Fmedium.com\\u002Funiseed\\u002Fwhen-is-a-biotech-research-project-ready-for-vc-investment-d4927f880676']"
Software Engineer → SaaS Founder,"In May 2015 I quit my job as a software engineer at Facebook to start a company. If I could go back, I’d do it all differently.",https://medium.com/@a13n,https://medium.com/@a13n/software-engineer-to-saas-founder-c16154013e12?source=search_post---------43,"[<time datetime=""2017-06-09T16:41:23.037Z"">Jun 9, 2017</time>]",497,7 responses,6 min read,"['tech', 'startup', 'devops', 'programming', 'tech', 'startup', 'devops', 'programming']","['https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Fexploring-single-tenant-architectures-57c64e99eece', 'https:\\u002F\\u002Fzijing.medium.com\\u002Faws-amplify-pitfalls-and-solutions-e011621a65e0', 'https:\\u002F\\u002Fmedium.com\\u002Fjetty-product-engineering\\u002Fbuilding-integrations-with-serverless-in-an-event-driven-architecture-5a7fbe58b63e', 'https:\\u002F\\u002Fblog.redlink.at\\u002Fapi-serverless-architecture-conference-berlin-2021-an-opinionated-review-210211f218f', 'https:\\u002F\\u002Fmedium.com\\u002F@distributedgeeksystem\\u002Fdesign-article-voting-system-at-scale-using-redis-6fd0994d8f54']"
The best way to scale and deliver your SaaS startup,-,https://medium.com/@darafsheh,https://medium.com/free-code-camp/the-best-way-to-scale-and-deliver-your-saas-startup-53c0d62fb6f7?source=search_post---------44,"[<time datetime=""2018-02-02T01:05:37.813Z"">Feb 2, 2018</time>]",1.3K,7 responses,6 min read,"['saas', 'marketing', 'saastr-annual', 'events', 'saas', 'marketing', 'saastr-annual', 'events']","['https:\\u002F\\u002Fmedium.com\\u002Fthe-saas-dispatch\\u002Fa-saas-y-marketing-with-nuns-how-we-used-guerilla-marketing-to-promote-an-unsexy-b2b-product-316988df5dfa', 'https:\\u002F\\u002Fmedium.com\\u002F@brunoempreender\\u002Fthe-build-measure-learn-feedback-loop-and-the-cro-methodology-review-bc01b80ded20', 'https:\\u002F\\u002Fmedium.com\\u002Fgigindia\\u002Fgenerating-voluminous-leads-but-compromising-on-the-quality-9f7f47a9b332', 'https:\\u002F\\u002Fsociallysavvymarketer.medium.com\\u002Fkey-components-of-a-b2b-marketing-strategy-ecbdf8e070cb', 'https:\\u002F\\u002Fexperiencestack.co\\u002Fmarketing-post-pandemic-and-post-ios-a262c84f4200']"
"What are Cloud Computing Services [IaaS, CaaS, PaaS, FaaS, SaaS]",-,https://medium.com/@nnilesh7756,https://medium.com/@nnilesh7756/what-are-cloud-computing-services-iaas-caas-paas-faas-saas-ac0f6022d36e?source=search_post---------45,"[<time datetime=""2017-11-08T11:35:34.320Z"">Nov 8, 2017</time>]",935,7 responses,2 min read,"['yazılım', 'saas', 'yazılım-geliştirme', 'kodlama', 'girişimcilik', 'yazılım', 'saas', 'yazılım-geliştirme', 'kodlama', 'girişimcilik']","['https:\\u002F\\u002Fmedium.com\\u002Faykiri-yazilimcilar\\u002Fsaas-yaz%C4%B1l%C4%B1mlar%C4%B1nda-her-m%C3%BC%C5%9Fteri-i%C3%A7in-ayr%C4%B1-bir-subdomain-nas%C4%B1l-olu%C5%9Fturulur-1ebe5c6fa8f7', 'https:\\u002F\\u002Fmedium.com\\u002F@Scraper-API\\u002Fsimple-guide-to-building-a-php-web-scraper-using-goutte-for-beginners-70f9c908a84f', 'https:\\u002F\\u002Fvivekrawat3152.medium.com\\u002Fbrave-web-browser-is-brave-better-than-chrome-ef94c96cedb4', 'https:\\u002F\\u002Finthospmedia.medium.com\\u002Fguesty-rebrands-app-for-small-property-owners-8cef82797dc4', 'https:\\u002F\\u002Fmedium.com\\u002F@tycoonstoryharitha\\u002Fa-look-into-georgian-architecture-with-david-kezerashvili-6717d442343']"
The top 3 things investors are looking for in SaaS startups,"What does it take to raise capital, in…",https://medium.com/@chrija,https://medium.com/point-nine-news/the-top-3-things-investors-are-looking-for-in-saas-startups-f445f9a7ff46?source=search_post---------46,"[<time datetime=""2018-02-18T11:19:22.765Z"">Feb 18, 2018</time>]",938,7 responses,6 min read,"['startup', 'saas', 'customer-development', 'entrepreneurship', 'startup', 'saas', 'customer-development', 'entrepreneurship']","['https:\\u002F\\u002Fmedium.com\\u002Fpoint-nine-news\\u002Fsaas-a-simple-customer-discovery-plan-41221c07e5f0', 'https:\\u002F\\u002Fmelvinfeller.medium.com\\u002Fdeveloping-rural-entrepreneurship-in-america-by-melvin-feller-ma-34fd65c75991', 'https:\\u002F\\u002Fmedium.com\\u002F@christie.mims\\u002Fwant-to-own-an-online-business-dont-believe-these-5-myths-c2a9a27e937c', 'https:\\u002F\\u002Fmedium.com\\u002F@mj_82978\\u002Fjollys-volley-entrepreneurship-the-long-journey-3ea4851acc2a', 'https:\\u002F\\u002Fmedium.com\\u002F@as3484\\u002Ffounder-spotlight-shelly-bell-4a461d2f4227', 'https:\\u002F\\u002Fmedium.com\\u002Fgobeyond-ai\\u002Fprototyping-stack-no-code-tools-to-build-launch-and-scale-your-start-up-b51e7cb74e1d', 'https:\\u002F\\u002Fmedium.com\\u002Fhelp-yourself\\u002Ffinding-your-voice-and-personal-brand-by-exiting-a-business-what-works-for-jadah-sellner-388ab17746a2', 'https:\\u002F\\u002Fmedium.com\\u002F@andresterley\\u002F4-lessons-i-learned-on-wealth-creation-from-auditing-companies-for-10-years-68968f948faf', 'https:\\u002F\\u002Fcmehendale.medium.com\\u002Fmaharaj-and-startup-a608a7c43763', 'https:\\u002F\\u002Fmedium.com\\u002Fmosaic-tech\\u002Fsaas-rule-of-40-everything-you-need-to-know-77d589afad36', 'https:\\u002F\\u002Fwhizzoe.medium.com\\u002Fhow-to-monetize-b2c-marketplaces-on-demand-economy-employee-motivation-4dc5c06cb7d5', 'https:\\u002F\\u002Fmedium.com\\u002Fcured-healthcare\\u002Flaunching-our-next-generation-digital-marketing-crm-platform-19e856173891', 'https:\\u002F\\u002Fmedium.com\\u002Fsyncio\\u002Fsyncio-2-0-marks-the-dawn-of-collaborative-commerce-2-0-e4a355868238']"
There is no better “growth hack” for SaaS than talking with your customers,Not just when you’re…,https://uxdesign.cc/@NikkiElizDemere,https://uxdesign.cc/there-is-no-better-growth-hack-for-saas-than-talking-with-your-customers-ebf3763b137a?source=search_post---------47,"[<time datetime=""2018-08-16T17:49:21.371Z"">Aug 16, 2018</time>]",1.4K,7 responses,7 min read,"['saas', 'saastr-annual', 'growth', 'startups', 'saas', 'saastr-annual', 'growth', 'startups']","['https:\\u002F\\u002Fviewpoints.matrixpartners.com\\u002F12-key-levers-of-saas-success-e089ac1ae6b7', 'https:\\u002F\\u002Fmedium.com\\u002F@startuplog\\u002Fweek-2-research-and-business-planning-b52b3ab67a69', 'https:\\u002F\\u002Fivanamitrovic.medium.com\\u002Fguide-to-outsourcing-for-startups-part-one-3809c55d56fd', 'https:\\u002F\\u002Fmedium.com\\u002Fsteppen\\u002Fbuilding-in-public-6-steppens-ambition-8202282ef9d5', 'https:\\u002F\\u002Fsramana.medium.com\\u002F10-courses-on-building-a-product-startup-using-services-b29d6ebe201d']"
-,-,https://medium.com/@clemnt,https://medium.com/point-nine-news/the-evolution-of-the-saas-stack-and-what-could-come-next-6a8f58385e57?source=search_post---------48,"[<time datetime=""2015-07-15T14:45:03.572Z"">Jul 15, 2015</time>]",379,9 responses,5 min read,"['saas', 'software-development', 'serverless', 'startup', 'tech', 'saas', 'software-development', 'serverless', 'startup', 'tech']","['https:\\u002F\\u002Flearn-cloud.medium.com\\u002Fhow-to-create-aurora-clone-cluster-and-instance-in-aws-a103ec78268b', 'https:\\u002F\\u002Fdigitalviewy.medium.com\\u002Fios-app-development-trends-follows-in-2021-4de540da7f6a', 'https:\\u002F\\u002Fmedium.com\\u002F@gray.sanders\\u002Flca-learning-unit-3-week-5-1d2c13bbc9c3', 'https:\\u002F\\u002Fmedium.com\\u002F@tivadar.danka\\u002Fvisualizing-developer-life-with-github-activity-graphs-3bc784b27933', 'https:\\u002F\\u002Fvoidprotocol.medium.com\\u002Fvoid-protocol-progress-update-3-49c6ecf1ccad', 'https:\\u002F\\u002Fmedium.com\\u002Fubuntu-touch\\u002Fnew-names-bc1e62ccd1ae', 'https:\\u002F\\u002Fmedium.com\\u002F@mark.kohrman\\u002Falways-look-back-b78bb4f43577', 'https:\\u002F\\u002Fmedium.com\\u002F@mlowicki\\u002Fhttp-s-proxy-in-golang-in-less-than-100-lines-of-code-6a51c2f2c38c', 'https:\\u002F\\u002Fm.oursky.com\\u002Fsaas-paas-and-iaas-explained-in-one-graphic-d56c3e6f4606']"
Why the SaaS era of journalism will be our most exciting.,The shift from advertising models to…,https://medium.com/@dskok,https://medium.com/startup-grind/why-the-saas-era-of-journalism-will-be-our-most-exciting-226f4e872b46?source=search_post---------49,"[<time datetime=""2017-04-20T10:24:15.121Z"">Apr 20, 2017</time>]",538,11 responses,10 min read,"['startup', 'b2b', 'saas', 'funding', 'startup', 'b2b', 'saas', 'funding']","['https:\\u002F\\u002Fmedium.com\\u002Fblissfully\\u002Fwrangling-saas-blissfully-393f5075ac5a', 'https:\\u002F\\u002Fblog.dotfile.com\\u002Fhow-we-named-our-startup-5123a64e6f41', 'https:\\u002F\\u002Fblog.markgrowth.com\\u002F5-lead-generation-strategies-for-saas-companies-c653829e364a', 'https:\\u002F\\u002Fkevinds0uza.medium.com\\u002F2021-global-startup-ecosystem-shifting-landscapes-3a7398605fcf', 'https:\\u002F\\u002Fhellojiaying.medium.com\\u002Fwhy-product-documentation-is-an-underrated-marketing-asset-for-saas-businesses-a5ddc72e3e5a', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Flara-hodgson-of-nowaccount-why-we-need-more-women-founders-here-is-what-we-are-doing-to-make-fba9e3b1d624', 'https:\\u002F\\u002Fmedium.com\\u002F@trowers_startup\\u002Fthe-power-of-a-shareholders-agreement-c8566b826fc0', 'https:\\u002F\\u002Fmedium.com\\u002F@idanav90\\u002Fhow-you-find-the-perfect-employee-or-partner-within-10-minutes-c0ef5a68f348', 'https:\\u002F\\u002Ftrace-cohen.medium.com\\u002Fnyvp-end-of-2021-update-our-most-active-year-yet-51056944bd3d', 'https:\\u002F\\u002Fmedium.com\\u002F@liveessentia\\u002Fthe-war-is-never-over-e5cb590fd9b0', 'https:\\u002F\\u002Fmedium.com\\u002F@qhichem.acros\\u002Fdownload-in-pdf-make-elephants-fly-the-process-o-9dd9ac8c2256', 'https:\\u002F\\u002Fdeepwealth.medium.com\\u002Fperfect-advice-you-need-on-how-to-master-business-blind-spots-5e8df7d3add3', 'https:\\u002F\\u002Falexanderlhk.medium.com\\u002Fwhat-aspiring-founders-should-read-in-2021-b2e4af02769a']"
B2B 行銷方法論（一）：用戶增長 & 內容運營方法論，To C 模型修正、 SaaS 產品特性,To B 與 To C 的產品特徵差異？AARRR、5A 內容路徑模型的修正，B2B 產品、內容與用戶運營行銷的方法論,https://medium.com/@raymondhou,https://medium.com/y-pointer/b2b-saas-aarrr-content-92f61cfe45aa?source=search_post---------50,"[<time datetime=""2019-03-14T12:31:00.889Z"">Mar 14, 2019</time>]",3.9K,4 responses,12 min read,"['venture-capital', 'startup', 'software', 'saas', 'venture-capital', 'startup', 'software', 'saas']","['https:\\u002F\\u002Fblossomstreetventures.medium.com\\u002Fsaas-margins-where-they-should-be-ad90c44c1536', 'https:\\u002F\\u002Fmarvinliao.medium.com\\u002Fstaring-down-the-abyss-the-reality-of-entrepreneurship-5e264e79d41', 'https:\\u002F\\u002Fblossomstreetventures.medium.com\\u002Fask-for-3-year-contracts-in-saas-3eb3f55212be', 'https:\\u002F\\u002Fmedium.com\\u002Fsand-hill-road\\u002Fdeciphering-super-founders-with-author-and-dcvc-partner-ali-tamaseb-5317f23e93dd', 'https:\\u002F\\u002Fmedium.com\\u002Fsubconscious-ventures\\u002Fdedicated-angel-fund-20a7aa209439', 'https:\\u002F\\u002Fcrimesinprogress.com\\u002Fthe-davil-in-the-details-dcfcaaaa8e9e', 'https:\\u002F\\u002Fmedium.com\\u002Fshipitwise\\u002Finnovestor-invests-in-speys-filling-the-digital-logistics-gap-efca4e87f6fd', 'https:\\u002F\\u002Fmedium.com\\u002Fivpvc\\u002Fbroadcasting-greatness-79706dc3451a', 'https:\\u002F\\u002Fxbsoftware.medium.com\\u002Ffleet-management-system-how-keep-your-business-up-and-running-without-draining-your-budget-696b961e583b', 'https:\\u002F\\u002Fmedium.com\\u002F@valerie_37128\\u002Fchristoph-bornschein-the-airplane-lost-its-techno-mythic-appeal-long-ago-6ac8a970ae15', 'https:\\u002F\\u002Fmedium.com\\u002F@merlin.francis\\u002Fthe-most-important-business-lesson-united-airlines-fiasco-teaches-us-8dadb82014c7', 'https:\\u002F\\u002Fmedium.com\\u002Fwhole-whale\\u002Fas-a-nonprofit-your-job-is-to-fail-10-things-we-learned-from-seth-godin-on-our-100th-podcast-82060650d4d', 'https:\\u002F\\u002Fmedium.com\\u002F@joe.burkhart\\u002Ftop-line-vs-bottom-line-a-micro-and-macro-look-at-business-development-18beea89aee9']"
Modeling Your Startup’s Future: Template for SaaS Startups,-,https://medium.com/@mjsimmons,https://medium.com/@mjsimmons/modeling-your-startups-future-template-for-saas-startups-859a42e21394?source=search_post---------51,"[<time datetime=""2017-08-17T12:39:02.267Z"">Aug 17, 2017</time>]",1K,4 responses,7 min read,[],[]
Financial planning for SaaS startups,-,https://medium.com/@moraitakis,https://medium.com/@moraitakis/early-stage-saas-financial-planning-1f9e848f63ef?source=search_post---------52,"[<time datetime=""2014-08-26T05:23:49.219Z"">Aug 26, 2014</time>]",544,9 responses,19 min read,"['startup', 'saas', 'podcast', 'startup', 'saas', 'podcast']","['https:\\u002F\\u002Fmedium.com\\u002Fseeking-wisdom\\u002Fsaas-companies-beware-the-slow-ramp-of-death-3edcc1b6444a', 'https:\\u002F\\u002Fmedium.com\\u002Fnavigating-modern-work\\u002Ftaskable-guide-to-startup-accelerators-5ecc5c8a714f', 'https:\\u002F\\u002Fmiriamrosah.medium.com\\u002Fyes-corporate-and-startup-4f635aba2c10', 'https:\\u002F\\u002Fmedium.com\\u002F@dgillespie_irl\\u002Fthe-dangers-of-growth-with-jason-sherman-c75312043a33', 'https:\\u002F\\u002Fmedium.com\\u002Fstartup-thread\\u002Fhow-qualsights-is-redefining-the-insights-game-b474f6bb5dd6']"
